1,哈佛大学,美国
2,麻省理工学院,美国
3,斯坦福大学,美国
4,加州大学伯克利分校,美国
5,牛津大学,英国
6,哥伦比亚大学,美国
7,加州理工学院,美国
8,华盛顿大学西雅图,美国
9,剑桥大学,英国
10,约翰霍普金斯大学,美国
11,普林斯顿大学,美国
11,耶鲁大学,美国
13,加州大学洛杉矶分校,美国
14,宾夕法尼亚大学,美国
15,加州大学旧金山分校,美国
15,芝加哥大学,美国
17,密歇根大学,美国
17,多伦多大学,加拿大
19,伦敦大学学院,英国
20,帝国理工学院,英国
21,加州大学圣地亚哥分校,美国
22,康奈尔大学,美国
23,杜克大学,美国
24,西北大学,美国
25,墨尔本大学,澳大利亚
26,苏黎世联邦理工学院,瑞士
27,悉尼大学,澳大利亚
28,清华大学,中国
29,纽约大学,美国
30,爱丁堡大学,英国
31,不列颠哥伦比亚大学,加拿大
32,新加坡国立大学,新加坡
33,圣路易斯华盛顿大学,美国
34,伦敦国王学院,英国
34,哥本哈根大学,丹麦
36,北卡罗莱纳大学教堂山分校,美国
36,昆士兰大学,澳大利亚
38,南洋理工大学,新加坡
38,德克萨斯大学奥斯汀分校,美国
40,阿姆斯特丹大学,荷兰
41,威斯康星大学麦迪逊分校,美国
42,阿卜杜勒阿齐兹国王大学,沙特阿拉伯
43,索邦大学,法国
43,匹兹堡大学,美国
45,俄亥俄州立大学,美国
46,慕尼黑大学,德国
47,明尼苏达大学双城,美国
48,鲁汶大学,比利时
48,卡罗林斯卡学院,瑞典
48,莫纳什大学,澳大利亚
51,麦吉尔大学,加拿大
51,北京大学,中国
51,新南威尔士大学,澳大利亚
54,海德堡大学,德国
54,乌德勒支大学,荷兰
56,加州大学圣巴巴拉分校,美国
57,波士顿大学,美国
58,洛桑联邦理工学院,瑞士
59,科罗拉多大学博尔德分校,美国
60,伊利诺伊大学香槟分校,美国
60,马里兰大学,美国
62,西奈山伊坎医学院,美国
62,苏黎世大学,瑞士
64,澳大利亚国立大学,澳大利亚
64,曼彻斯特大学,英国
66,佐治亚理工学院,美国
66,加州大学戴维斯分校,美国
68,鹿特丹伊拉斯姆斯大学,荷兰
68,巴黎大学,法国
70,南加利福尼亚大学,美国
71,埃默里大学,美国
72,范德堡大学,美国
73,阿德莱德大学,澳大利亚
73,东京大学,日本
75,宾夕法尼亚州立大学,美国
76,洛克菲勒大学,美国
76,慕尼黑工业大学,德国
78,加州大学欧文分校,美国
79,西澳大学,澳大利亚
80,阿姆斯特丹自由大学,荷兰
81,加州大学圣克鲁斯分校,美国
82,柏林洪堡大学,德国
83,香港大学,中国
83,瓦格宁根大学,荷兰
85,根特大学,比利时
86,莱顿大学,荷兰
86,布里斯托大学,英国
86,格拉斯哥大学,英国
86,赫尔辛基大学,芬兰
90,巴塞罗那大学,西班牙
90,奥斯陆大学,挪威
92,伯明翰大学,英国
92,格罗宁根大学,荷兰
94,卡内基梅隆大学,美国
95,香港中文大学,中国
96,日内瓦大学,瑞士
97,亚利桑那大学,美国
97,南安普顿大学,英国
99,隆德大学,瑞典
100,密歇根州立大学,美国